financier,apr_strategy,wholesaler_policy,final_wallet,initial_capital,final_capital,capital_change,capital_loss,capital_loss_rate,final_apr,final_utilization,loans_issued,closed_loans,defaults,default_count_rate,total_issued_principal,default_amount,default_amount_to_issued_rate,default_amount_to_initial_capital_rate,outstanding_loans,simulation_end_day,scaffold_lr,scaffold_level,seed,default_scenario,capital_per_financier,borrower_count
Fin_rl_3,pure_rl,rl,2192760.8588477494,1000000.0,2192760.8588478537,1192760.8588478535,0.0,0.0,6.0,0.0,814,814,38,0.0466830466830466,26826382.10649633,92934.72919083778,0.0034643034913132,0.0929347291908377,0,2258,1.0,1p00,709098,medium_default,1000000.0,50
Fin_fl_rl_scaffold_1,pure_rl,fl_rl_scaffold,2086534.878026293,1000000.0,2086534.8780263632,1086534.8780263632,0.0,0.0,6.0,0.0,711,711,56,0.0787623066104078,24836689.704857517,141498.23654083372,0.005697145562565,0.1414982365408337,0,2258,1.0,1p00,709098,medium_default,1000000.0,50
Fin_fl_rl_scaffold_2,pure_rl,fl_rl_scaffold,1629605.8865018762,1000000.0,1629605.8865019348,629605.8865019348,0.0,0.0,11.0,0.0,519,519,80,0.1541425818882466,18295057.34713673,162315.65474156215,0.0088721041788352,0.1623156547415621,0,2258,1.0,1p00,709098,medium_default,1000000.0,50
Fin_fl_rl_scaffold_3,pure_rl,fl_rl_scaffold,1963124.0041936263,1000000.0,1963124.0041936052,963124.0041936054,0.0,0.0,6.0,0.0,850,850,46,0.0541176470588235,25469895.8493833,97048.7742328958,0.003810332590553,0.0970487742328958,0,2258,1.0,1p00,709098,medium_default,1000000.0,50
Fin_rl_1,pure_rl,rl,2238342.814745176,1000000.0,2238342.8147449936,1238342.8147449936,0.0,0.0,6.0,0.0,705,705,49,0.0695035460992907,25299126.79218239,130394.4080742236,0.0051541070624823,0.1303944080742236,0,2256,1.0,1p00,436570,medium_default,1000000.0,50
Fin_rl_2,pure_rl,rl,1914263.5201150968,1000000.0,1914263.5201151243,914263.5201151244,0.0,0.0,7.0,0.0,614,614,66,0.1074918566775244,21769542.75946605,140793.19621444566,0.0064674392921378,0.1407931962144456,0,2256,1.0,1p00,436570,medium_default,1000000.0,50
Fin_rl_3,pure_rl,rl,2005701.519489088,1000000.0,2005701.5194891056,1005701.5194891056,0.0,0.0,6.0,0.0,875,875,73,0.0834285714285714,26898677.42065192,179796.12342606686,0.0066841993981468,0.1797961234260668,0,2256,1.0,1p00,436570,medium_default,1000000.0,50
Fin_fl_rl_scaffold_1,pure_rl,fl_rl_scaffold,1971316.358458633,1000000.0,1971316.358458642,971316.358458642,0.0,0.0,6.0,0.0,712,712,55,0.0772471910112359,23920342.08366893,137965.19574938947,0.0057676932573461,0.1379651957493894,0,2256,1.0,1p00,436570,medium_default,1000000.0,50
Fin_fl_rl_scaffold_2,pure_rl,fl_rl_scaffold,2075322.7687776168,1000000.0,2075322.768777632,1075322.7687776322,0.0,0.0,7.0,0.0,712,712,64,0.0898876404494382,24670191.67845171,134364.84159768245,0.0054464449789842,0.1343648415976824,0,2256,1.0,1p00,436570,medium_default,1000000.0,50
Fin_fl_rl_scaffold_3,pure_rl,fl_rl_scaffold,2518930.593115108,1000000.0,2518930.5931151737,1518930.5931151735,0.0,0.0,6.0,0.0,798,798,14,0.0175438596491228,28168111.696400736,31346.645907089,0.0011128415793343,0.031346645907089,0,2256,1.0,1p00,436570,medium_default,1000000.0,50
Fin_rl_1,pure_rl,rl,1909328.5111832165,1000000.0,1909328.5111831652,909328.5111831656,0.0,0.0,7.0,0.0,573,573,58,0.1012216404886562,20787128.26393906,159803.05883828775,0.0076875967093304,0.1598030588382877,0,2252,1.0,1p00,831197,medium_default,1000000.0,50
Fin_rl_2,pure_rl,rl,1827703.5137211888,1000000.0,1827703.513721104,827703.513721104,0.0,0.0,6.0,0.0,651,651,115,0.1766513056835637,21885909.382368498,237581.0522108019,0.010855434337227,0.2375810522108019,0,2252,1.0,1p00,831197,medium_default,1000000.0,50
Fin_rl_3,pure_rl,rl,1694055.818442022,1000000.0,1694055.818442033,694055.8184420327,0.0,0.0,20.0,0.0,671,671,121,0.180327868852459,21030183.64904455,226281.3479769294,0.0107598369920659,0.2262813479769294,0,2252,1.0,1p00,831197,medium_default,1000000.0,50
Fin_fl_rl_scaffold_1,pure_rl,fl_rl_scaffold,2295147.98826896,1000000.0,2295147.988268911,1295147.988268911,0.0,0.0,7.0,0.0,696,696,37,0.0531609195402298,25508940.282716144,95605.9974976484,0.0037479407783328,0.0956059974976484,0,2252,1.0,1p00,831197,medium_default,1000000.0,50
Fin_fl_rl_scaffold_2,pure_rl,fl_rl_scaffold,1981227.3043977723,1000000.0,1981227.3043978503,981227.3043978504,0.0,0.0,6.0,0.0,755,755,82,0.1086092715231788,25054495.29802487,172668.88575575812,0.0068917327490276,0.1726688857557581,0,2252,1.0,1p00,831197,medium_default,1000000.0,50
Fin_fl_rl_scaffold_3,pure_rl,fl_rl_scaffold,2016040.1648978728,1000000.0,2016040.1648979173,1016040.1648979172,0.0,0.0,6.0,0.0,889,889,45,0.0506186726659167,26757734.48335618,100595.8524134275,0.0037595055917757,0.1005958524134275,0,2252,1.0,1p00,831197,medium_default,1000000.0,50
Fin_rl_1,pure_rl,rl,1886356.3272776287,1000000.0,1886356.3272777568,886356.3272777568,0.0,0.0,7.0,0.0,638,638,73,0.1144200626959247,22131907.08510138,232182.0859049373,0.0104908305015086,0.2321820859049373,0,2261,1.0,1p00,709098,high_default,1000000.0,50
Fin_rl_2,pure_rl,rl,1767891.0942149437,1000000.0,1767891.094214924,767891.0942149241,0.0,0.0,7.0,0.0,623,623,90,0.1444622792937399,21358437.060893096,218919.59505108543,0.0102497947029992,0.2189195950510854,0,2261,1.0,1p00,709098,high_default,1000000.0,50
Fin_rl_3,pure_rl,rl,1786221.8038476012,1000000.0,1786221.8038475637,786221.8038475635,0.0,0.0,6.0,0.0,786,786,69,0.0877862595419847,23342432.39997419,152044.84924195992,0.0065136677547849,0.1520448492419599,0,2261,1.0,1p00,709098,high_default,1000000.0,50
Fin_fl_rl_scaffold_1,pure_rl,fl_rl_scaffold,1490693.031969461,1000000.0,1490693.031969451,490693.03196945135,0.0,0.0,7.0,0.0,570,570,135,0.2368421052631578,19214554.50508728,401696.08938069263,0.02090582372203,0.4016960893806926,0,2261,1.0,1p00,709098,high_default,1000000.0,50
Fin_fl_rl_scaffold_2,pure_rl,fl_rl_scaffold,1488975.9407939308,1000000.0,1488975.9407939718,488975.94079397176,0.0,0.0,6.0,0.0,560,560,195,0.3482142857142857,18673490.26539185,428780.4809297749,0.0229619891533853,0.4287804809297749,0,2261,1.0,1p00,709098,high_default,1000000.0,50
Fin_fl_rl_scaffold_3,pure_rl,fl_rl_scaffold,2187622.898717051,1000000.0,2187622.8987170667,1187622.8987170667,0.0,0.0,6.0,0.0,728,728,49,0.0673076923076923,25526131.33356652,138968.05275234458,0.0054441486230858,0.1389680527523445,0,2261,1.0,1p00,709098,high_default,1000000.0,50
Fin_rl_1,pure_rl,rl,1596773.5896011947,1000000.0,1596773.589601199,596773.5896011989,0.0,0.0,6.0,0.0,620,620,80,0.1290322580645161,20690822.313018236,257521.74608918352,0.012446182282816,0.2575217460891835,0,2264,1.0,1p00,436570,high_default,1000000.0,50
Fin_rl_2,pure_rl,rl,1757424.5518997277,1000000.0,1757424.5518998266,757424.5518998266,0.0,0.0,6.0,0.0,684,684,79,0.1154970760233918,22984316.319904357,194427.51666878388,0.0084591385692168,0.1944275166687838,0,2264,1.0,1p00,436570,high_default,1000000.0,50
Fin_rl_3,pure_rl,rl,2328833.7307781824,1000000.0,2328833.730778203,1328833.7307782029,0.0,0.0,7.0,0.0,722,722,36,0.0498614958448753,26109677.581407003,99096.363183611,0.0037953882377382,0.099096363183611,0,2264,1.0,1p00,436570,high_default,1000000.0,50
Fin_fl_rl_scaffold_1,pure_rl,fl_rl_scaffold,1614566.718329628,1000000.0,1614566.7183296746,614566.7183296746,0.0,0.0,7.0,0.0,494,494,61,0.1234817813765182,17634583.276651632,212012.8732215837,0.0120225621380172,0.2120128732215837,0,2264,1.0,1p00,436570,high_default,1000000.0,50
Fin_fl_rl_scaffold_2,pure_rl,fl_rl_scaffold,1652363.6009567585,1000000.0,1652363.6009568064,652363.6009568064,0.0,0.0,7.0,0.0,639,639,69,0.107981220657277,21289818.935702037,172066.4797787628,0.0080821016044535,0.1720664797787628,0,2264,1.0,1p00,436570,high_default,1000000.0,50
Fin_fl_rl_scaffold_3,pure_rl,fl_rl_scaffold,2047227.022273504,1000000.0,2047227.0222734616,1047227.0222734618,0.0,0.0,6.0,0.0,752,752,32,0.0425531914893617,24101422.093408696,82448.93223304821,0.0034209156585659,0.0824489322330482,0,2264,1.0,1p00,436570,high_default,1000000.0,50
Fin_rl_1,pure_rl,rl,1677639.9461301644,1000000.0,1677639.9461300974,677639.9461300974,0.0,0.0,8.0,0.0,513,513,65,0.1267056530214425,18227668.944832683,203692.0080933668,0.0111748797232303,0.2036920080933668,0,2237,1.0,1p00,831197,high_default,1000000.0,50
Fin_rl_2,pure_rl,rl,1653305.714918423,1000000.0,1653305.7149184332,653305.7149184332,0.0,0.0,7.0,0.0,626,626,156,0.2492012779552715,21801597.96031102,412946.1639617336,0.0189410961854028,0.4129461639617336,0,2237,1.0,1p00,831197,high_default,1000000.0,50
Fin_rl_3,pure_rl,rl,1827003.80553528,1000000.0,1827003.8055353607,827003.8055353612,0.0,0.0,6.0,0.0,665,665,79,0.118796992481203,22134894.43796933,194846.0494255781,0.008802664497525,0.1948460494255781,0,2237,1.0,1p00,831197,high_default,1000000.0,50
Fin_fl_rl_scaffold_1,pure_rl,fl_rl_scaffold,1273317.9063323217,1000000.0,1273317.9063323224,273317.9063323224,0.0,0.0,7.0,0.0,632,632,112,0.1772151898734177,19669518.335427634,314615.1844339773,0.0159950629735203,0.3146151844339773,0,2237,1.0,1p00,831197,high_default,1000000.0,50
Fin_fl_rl_scaffold_2,pure_rl,fl_rl_scaffold,1796041.1807813165,1000000.0,1796041.1807813062,796041.1807813062,0.0,0.0,7.0,0.0,716,716,88,0.1229050279329608,23800431.320884228,222289.7969236597,0.0093397381722492,0.2222897969236597,0,2237,1.0,1p00,831197,high_default,1000000.0,50
Fin_fl_rl_scaffold_3,pure_rl,fl_rl_scaffold,2392867.0614550877,1000000.0,2392867.061455132,1392867.061455132,0.0,0.0,6.0,0.0,800,800,28,0.035,27378242.38532836,75173.80056493494,0.0027457496908282,0.0751738005649349,0,2237,1.0,1p00,831197,high_default,1000000.0,50
Fin_rl_1,pure_rl,rl,6002286.449851974,5000000.0,6002286.449850357,1002286.4498503573,0.0,0.0,6.0,0.0,1679,1679,0,0.0,58913278.69405253,0.0,0.0,0.0,0,2250,1.0,1p00,709098,none_default,5000000.0,50
Fin_rl_2,pure_rl,rl,5114867.055619084,5000000.0,5114867.055619342,114867.05561934224,0.0,0.0,17.0,0.0,176,176,0,0.0,6182662.834678422,0.0,0.0,0.0,0,2250,1.0,1p00,709098,none_default,5000000.0,50
Fin_rl_3,pure_rl,rl,5892147.320529369,5000000.0,5892147.320529604,892147.3205296043,0.0,0.0,6.0,0.0,1514,1514,0,0.0,52532315.53310513,0.0,0.0,0.0,0,2250,1.0,1p00,709098,none_default,5000000.0,50
Fin_fl_rl_scaffold_1,pure_rl,fl_rl_scaffold,5998245.495667973,5000000.0,5998245.495669128,998245.4956691284,0.0,0.0,6.0,0.0,1698,1698,0,0.0,58826279.73616728,0.0,0.0,0.0,0,2250,1.0,1p00,709098,none_default,5000000.0,50
Fin_fl_rl_scaffold_2,pure_rl,fl_rl_scaffold,5812743.34705182,5000000.0,5812743.347051966,812743.347051966,0.0,0.0,6.0,0.0,1353,1353,0,0.0,47554481.99566358,0.0,0.0,0.0,0,2250,1.0,1p00,709098,none_default,5000000.0,50
Fin_fl_rl_scaffold_3,pure_rl,fl_rl_scaffold,5136619.550282776,5000000.0,5136619.550283681,136619.55028368067,0.0,0.0,13.0,0.0,219,219,0,0.0,7563231.408049487,0.0,0.0,0.0,0,2250,1.0,1p00,709098,none_default,5000000.0,50
Fin_rl_1,pure_rl,rl,5641220.320129849,5000000.0,5641220.320129105,641220.3201291049,0.0,0.0,6.0,0.0,1086,1086,0,0.0,37842555.60418424,0.0,0.0,0.0,0,2245,1.0,1p00,436570,none_default,5000000.0,50
Fin_rl_2,pure_rl,rl,5662288.7800998,5000000.0,5662288.780099267,662288.7800992671,0.0,0.0,6.0,0.0,1135,1135,0,0.0,39124641.79891043,0.0,0.0,0.0,0,2245,1.0,1p00,436570,none_default,5000000.0,50
Fin_rl_3,pure_rl,rl,5695402.217520504,5000000.0,5695402.21752198,695402.2175219804,0.0,0.0,6.0,0.0,1165,1165,0,0.0,40766687.983608566,0.0,0.0,0.0,0,2245,1.0,1p00,436570,none_default,5000000.0,50
Fin_fl_rl_scaffold_1,pure_rl,fl_rl_scaffold,5615145.310900734,5000000.0,5615145.310901333,615145.3109013326,0.0,0.0,6.0,0.0,1036,1036,0,0.0,35998612.323154576,0.0,0.0,0.0,0,2245,1.0,1p00,436570,none_default,5000000.0,50
Fin_fl_rl_scaffold_2,pure_rl,fl_rl_scaffold,5736901.674916244,5000000.0,5736901.674915882,736901.6749158818,0.0,0.0,6.0,0.0,1221,1221,0,0.0,43094638.528443344,0.0,0.0,0.0,0,2245,1.0,1p00,436570,none_default,5000000.0,50
Fin_fl_rl_scaffold_3,pure_rl,fl_rl_scaffold,5592287.95445604,5000000.0,5592287.9544551065,592287.9544551065,0.0,0.0,6.0,0.0,993,993,0,0.0,34828859.84936421,0.0,0.0,0.0,0,2245,1.0,1p00,436570,none_default,5000000.0,50
Fin_rl_1,pure_rl,rl,5637534.84380604,5000000.0,5637534.843805982,637534.8438059818,0.0,0.0,6.0,0.0,1086,1086,0,0.0,37635123.60884872,0.0,0.0,0.0,0,2249,1.0,1p00,831197,none_default,5000000.0,50
Fin_rl_2,pure_rl,rl,5654598.886590082,5000000.0,5654598.88658792,654598.8865879197,0.0,0.0,6.0,0.0,1118,1118,0,0.0,38568479.44704245,0.0,0.0,0.0,0,2249,1.0,1p00,831197,none_default,5000000.0,50
Fin_rl_3,pure_rl,rl,5650059.619256851,5000000.0,5650059.61925868,650059.6192586804,0.0,0.0,6.0,0.0,1083,1083,0,0.0,38086323.88245919,0.0,0.0,0.0,0,2249,1.0,1p00,831197,none_default,5000000.0,50
Fin_fl_rl_scaffold_1,pure_rl,fl_rl_scaffold,5647453.141506792,5000000.0,5647453.141506726,647453.1415067259,0.0,0.0,6.0,0.0,1084,1084,0,0.0,37901816.34457672,0.0,0.0,0.0,0,2249,1.0,1p00,831197,none_default,5000000.0,50
Fin_fl_rl_scaffold_2,pure_rl,fl_rl_scaffold,5677538.707550306,5000000.0,5677538.707551783,677538.707551783,0.0,0.0,6.0,0.0,1124,1124,0,0.0,39614588.52345056,0.0,0.0,0.0,0,2249,1.0,1p00,831197,none_default,5000000.0,50
Fin_fl_rl_scaffold_3,pure_rl,fl_rl_scaffold,5671726.741546433,5000000.0,5671726.741547711,671726.7415477112,0.0,0.0,6.0,0.0,1135,1135,0,0.0,39569198.93230748,0.0,0.0,0.0,0,2249,1.0,1p00,831197,none_default,5000000.0,50
Fin_rl_1,pure_rl,rl,5426460.686774617,5000000.0,5426460.686773524,426460.6867735237,0.0,0.0,8.0,0.0,897,897,102,0.1137123745819397,31599604.040543288,187642.83779202905,0.0059381388941227,0.0375285675584058,0,2257,1.0,1p00,709098,low_default,5000000.0,50
Fin_rl_2,pure_rl,rl,5509048.745953151,5000000.0,5509048.745952433,509048.745952433,0.0,0.0,9.0,0.0,1372,1372,292,0.2128279883381924,47403259.36774266,401978.1532335358,0.0084799686476216,0.0803956306467071,0,2257,1.0,1p00,709098,low_default,5000000.0,50
Fin_rl_3,pure_rl,rl,5787618.102963973,5000000.0,5787618.1029643975,787618.1029643975,0.0,0.0,6.0,0.0,1357,1357,58,0.0427413411938098,47640091.4181152,100439.8416757326,0.0021083049735194,0.0200879683351465,0,2257,1.0,1p00,709098,low_default,5000000.0,50
Fin_fl_rl_scaffold_1,pure_rl,fl_rl_scaffold,5608538.879555164,5000000.0,5608538.879555292,608538.8795552924,0.0,0.0,7.0,0.0,1134,1134,76,0.0670194003527336,39933309.71795335,128264.9044031084,0.0032119778027174,0.0256529808806216,0,2257,1.0,1p00,709098,low_default,5000000.0,50
Fin_fl_rl_scaffold_2,pure_rl,fl_rl_scaffold,5428865.841126205,5000000.0,5428865.8411255125,428865.8411255125,0.0,0.0,6.0,0.0,956,956,170,0.1778242677824267,34373951.83649682,281856.7728798598,0.0081997197825999,0.0563713545759719,0,2257,1.0,1p00,709098,low_default,5000000.0,50
Fin_fl_rl_scaffold_3,pure_rl,fl_rl_scaffold,5550253.758857801,5000000.0,5550253.7588591175,550253.7588591175,0.0,0.0,9.0,0.0,875,875,35,0.04,30393281.56724266,51156.19447812896,0.0016831415312936,0.0102312388956257,0,2257,1.0,1p00,709098,low_default,5000000.0,50
Fin_rl_1,pure_rl,rl,5263731.920767838,5000000.0,5263731.92076824,263731.92076823954,0.0,0.0,21.0,0.0,585,585,153,0.2615384615384615,20645322.999105606,263498.35297610913,0.0127631015018522,0.0526996705952218,0,2252,1.0,1p00,436570,low_default,5000000.0,50
Fin_rl_2,pure_rl,rl,5763252.123128443,5000000.0,5763252.123129076,763252.1231290763,0.0,0.0,6.0,0.0,1413,1413,134,0.094833687190375,49435108.934035085,217577.57616276955,0.0044012763571149,0.0435155152325539,0,2252,1.0,1p00,436570,low_default,5000000.0,50
Fin_rl_3,pure_rl,rl,5668782.827021058,5000000.0,5668782.827019979,668782.8270199792,0.0,0.0,9.0,0.0,1077,1077,64,0.0594243268337975,37326703.07214327,110308.32416786723,0.0029552120891756,0.0220616648335734,0,2252,1.0,1p00,436570,low_default,5000000.0,50
Fin_fl_rl_scaffold_1,pure_rl,fl_rl_scaffold,5909891.586086366,5000000.0,5909891.586087197,909891.5860871972,0.0,0.0,6.0,0.0,1737,1737,154,0.0886586067933218,60931568.02367045,268995.60615440866,0.0044147166219308,0.0537991212308817,0,2252,1.0,1p00,436570,low_default,5000000.0,50
Fin_fl_rl_scaffold_2,pure_rl,fl_rl_scaffold,5211456.269356308,5000000.0,5211456.269356145,211456.2693561446,0.0,0.0,16.0,0.0,425,425,109,0.2564705882352941,14908871.724830689,161429.7803365307,0.0108277664008383,0.0322859560673061,0,2252,1.0,1p00,436570,low_default,5000000.0,50
Fin_fl_rl_scaffold_3,pure_rl,fl_rl_scaffold,5919251.83662539,5000000.0,5919251.836625464,919251.8366254644,0.0,0.0,11.0,0.0,1292,1292,45,0.0348297213622291,45448249.13727841,75270.92083057926,0.0016561896719765,0.0150541841661158,0,2252,1.0,1p00,436570,low_default,5000000.0,50
Fin_rl_1,pure_rl,rl,5209977.861197896,5000000.0,5209977.861198353,209977.86119835265,0.0,0.0,10.0,0.0,531,531,121,0.2278719397363465,18565796.674478225,206911.1161978219,0.0111447475067016,0.0413822232395643,0,2263,1.0,1p00,831197,low_default,5000000.0,50
Fin_rl_2,pure_rl,rl,5652015.354179326,5000000.0,5652015.354178815,652015.3541788151,0.0,0.0,8.0,0.0,1546,1546,251,0.1623544631306597,53649341.01774824,398792.9736701932,0.0074333247362398,0.0797585947340386,0,2263,1.0,1p00,831197,low_default,5000000.0,50
Fin_rl_3,pure_rl,rl,5620939.640476661,5000000.0,5620939.640474971,620939.6404749714,0.0,0.0,8.0,0.0,1032,1032,52,0.0503875968992248,36175297.89421328,107421.30138165168,0.0029694655644794,0.0214842602763303,0,2263,1.0,1p00,831197,low_default,5000000.0,50
Fin_fl_rl_scaffold_1,pure_rl,fl_rl_scaffold,5496916.950446244,5000000.0,5496916.950445421,496916.950445421,0.0,0.0,8.0,0.0,940,940,68,0.0723404255319148,32619020.903734777,92376.863942005,0.0028319937687469,0.018475372788401,0,2263,1.0,1p00,831197,low_default,5000000.0,50
Fin_fl_rl_scaffold_2,pure_rl,fl_rl_scaffold,5340464.861388933,5000000.0,5340464.861390465,340464.86139046494,0.0,0.0,8.0,0.0,792,792,154,0.1944444444444444,27355930.898429997,235046.0766665532,0.0085921432372108,0.0470092153333106,0,2263,1.0,1p00,831197,low_default,5000000.0,50
Fin_fl_rl_scaffold_3,pure_rl,fl_rl_scaffold,6023597.279570725,5000000.0,6023597.279569979,1023597.2795699788,0.0,0.0,6.0,0.0,1759,1759,98,0.0557134735645253,61647001.70606286,154828.04045287956,0.0025115258839531,0.0309656080905759,0,2263,1.0,1p00,831197,low_default,5000000.0,50
Fin_rl_1,pure_rl,rl,5477185.920841082,5000000.0,5477185.920840395,477185.9208403947,0.0,0.0,14.0,0.0,790,790,150,0.189873417721519,27711274.807908338,376995.1392822308,0.0136043953912449,0.0753990278564461,0,2246,1.0,1p00,709098,medium_default,5000000.0,50
Fin_rl_2,pure_rl,rl,5600664.889834298,5000000.0,5600664.889834465,600664.8898344655,0.0,0.0,11.0,0.0,1333,1333,220,0.1650412603150787,46549004.07573832,504800.3462192808,0.0108444929433492,0.1009600692438561,0,2246,1.0,1p00,709098,medium_default,5000000.0,50
Fin_rl_3,pure_rl,rl,5897596.126277231,5000000.0,5897596.126277803,897596.1262778034,0.0,0.0,11.0,0.0,1054,1054,72,0.0683111954459203,37206181.97066421,168512.49172009333,0.0045291530276597,0.0337024983440186,0,2246,1.0,1p00,709098,medium_default,5000000.0,50
Fin_fl_rl_scaffold_1,pure_rl,fl_rl_scaffold,5341962.245121753,5000000.0,5341962.245122786,341962.2451227857,0.0,0.0,7.0,0.0,940,940,207,0.2202127659574468,33225721.034944788,441996.0906373023,0.0133028291597475,0.0883992181274604,0,2246,1.0,1p00,709098,medium_default,5000000.0,50
Fin_fl_rl_scaffold_2,pure_rl,fl_rl_scaffold,5439781.547794303,5000000.0,5439781.547794165,439781.5477941651,0.0,0.0,12.0,0.0,754,754,192,0.2546419098143236,26397823.414612778,366477.20831693726,0.0138828570280559,0.0732954416633874,0,2246,1.0,1p00,709098,medium_default,5000000.0,50
Fin_fl_rl_scaffold_3,pure_rl,fl_rl_scaffold,5796910.646718817,5000000.0,5796910.646718632,796910.6467186315,0.0,0.0,10.0,0.0,1143,1143,121,0.1058617672790901,39946436.76557453,269809.5515328043,0.006754283319841,0.0539619103065608,0,2246,1.0,1p00,709098,medium_default,5000000.0,50
Fin_rl_1,pure_rl,rl,5078111.757659134,5000000.0,5078111.757658574,78111.7576585738,0.0,0.0,6.0,0.0,374,374,89,0.2379679144385026,13215968.525417518,244356.1816496016,0.0184894645579433,0.0488712363299203,0,2253,1.0,1p00,436570,medium_default,5000000.0,50
Fin_rl_2,pure_rl,rl,5229941.736581069,5000000.0,5229941.736581183,229941.73658118304,0.0,0.0,10.0,0.0,896,896,225,0.2511160714285714,31387941.45310481,400861.1265220984,0.0127711824338975,0.0801722253044196,0,2253,1.0,1p00,436570,medium_default,5000000.0,50
Fin_rl_3,pure_rl,rl,5367336.838951396,5000000.0,5367336.83895138,367336.83895138,0.0,0.0,8.0,0.0,1012,1012,202,0.1996047430830039,34980807.615622446,447387.7189366101,0.0127895194374187,0.089477543787322,0,2253,1.0,1p00,436570,medium_default,5000000.0,50
Fin_fl_rl_scaffold_1,pure_rl,fl_rl_scaffold,5405989.857929549,5000000.0,5405989.857929252,405989.8579292521,0.0,0.0,6.0,0.0,1215,1215,201,0.1654320987654321,42741014.50821199,506830.325941329,0.0118581725720139,0.1013660651882658,0,2253,1.0,1p00,436570,medium_default,5000000.0,50
Fin_fl_rl_scaffold_2,pure_rl,fl_rl_scaffold,5318257.761518656,5000000.0,5318257.761518397,318257.76151839737,0.0,0.0,6.0,0.0,889,889,180,0.202474690663667,31128037.178901684,401762.0320992069,0.0129067576535637,0.0803524064198413,0,2253,1.0,1p00,436570,medium_default,5000000.0,50
Fin_fl_rl_scaffold_3,pure_rl,fl_rl_scaffold,5881690.777920099,5000000.0,5881690.7779197255,881690.7779197255,0.0,0.0,7.0,0.0,1671,1671,125,0.0748055056852184,58388383.55461212,271320.6668434832,0.004646826137766,0.0542641333686966,0,2253,1.0,1p00,436570,medium_default,5000000.0,50
Fin_rl_1,pure_rl,rl,5597250.370926501,5000000.0,5597250.37092567,597250.3709256696,0.0,0.0,9.0,0.0,1005,1005,170,0.1691542288557214,35317792.10513436,415707.29924278666,0.0117704781206397,0.0831414598485573,0,2252,1.0,1p00,831197,medium_default,5000000.0,50
Fin_rl_2,pure_rl,rl,5283541.418214857,5000000.0,5283541.418214571,283541.41821457073,0.0,0.0,23.0,0.0,735,735,198,0.2693877551020408,25581180.13333977,416645.4532603597,0.0162871865601442,0.0833290906520719,0,2252,1.0,1p00,831197,medium_default,5000000.0,50
Fin_rl_3,pure_rl,rl,5631986.382535953,5000000.0,5631986.382535336,631986.3825353356,0.0,0.0,14.0,0.0,1003,1003,164,0.1635094715852442,34226656.61635722,368736.1026601965,0.0107733602727639,0.0737472205320393,0,2252,1.0,1p00,831197,medium_default,5000000.0,50
Fin_fl_rl_scaffold_1,pure_rl,fl_rl_scaffold,5903350.300650931,5000000.0,5903350.300651717,903350.300651717,0.0,0.0,6.0,0.0,1395,1395,156,0.1118279569892473,48853751.91900551,363920.729264777,0.0074491869092904,0.0727841458529554,0,2252,1.0,1p00,831197,medium_default,5000000.0,50
Fin_fl_rl_scaffold_2,pure_rl,fl_rl_scaffold,5978282.847147955,5000000.0,5978282.847149284,978282.8471492836,0.0,0.0,8.0,0.0,1247,1247,133,0.1066559743384121,43473350.8351679,300582.13715599943,0.0069141699772735,0.0601164274311998,0,2252,1.0,1p00,831197,medium_default,5000000.0,50
Fin_fl_rl_scaffold_3,pure_rl,fl_rl_scaffold,5459167.429020678,5000000.0,5459167.429020305,459167.4290203052,0.0,0.0,25.0,0.0,506,506,33,0.0652173913043478,17542433.427331798,61775.81837971028,0.00352150792737,0.012355163675942,0,2252,1.0,1p00,831197,medium_default,5000000.0,50
Fin_rl_1,pure_rl,rl,5090114.031501093,5000000.0,5090114.031501384,90114.03150138352,0.0,0.0,7.0,0.0,794,794,188,0.2367758186397985,27831376.186557654,554444.9622801224,0.0199215791042311,0.1108889924560244,0,2255,1.0,1p00,709098,high_default,5000000.0,50
Fin_rl_2,pure_rl,rl,5359855.731451935,5000000.0,5359855.731451937,359855.731451937,0.0,0.0,8.0,0.0,1405,1405,317,0.2256227758007117,48764018.16978987,650503.1115252759,0.013339817675818,0.1301006223050551,0,2255,1.0,1p00,709098,high_default,5000000.0,50
Fin_rl_3,pure_rl,rl,5332696.344278525,5000000.0,5332696.344278358,332696.3442783579,0.0,0.0,8.0,0.0,1046,1046,181,0.1730401529636711,35871088.64470829,463341.76211218094,0.0129168581054629,0.0926683524224361,0,2255,1.0,1p00,709098,high_default,5000000.0,50
Fin_fl_rl_scaffold_1,pure_rl,fl_rl_scaffold,5160372.2822018,5000000.0,5160372.282201801,160372.28220180143,0.0,0.0,7.0,0.0,611,611,86,0.1407528641571195,21628306.96329743,318220.0523838304,0.0147131281668898,0.063644010476766,0,2255,1.0,1p00,709098,high_default,5000000.0,50
Fin_fl_rl_scaffold_2,pure_rl,fl_rl_scaffold,5088070.467751208,5000000.0,5088070.467751102,88070.46775110159,0.0,0.0,8.0,0.0,642,642,187,0.2912772585669781,22178296.460097518,449658.9383955504,0.0202747284582728,0.08993178767911,0,2255,1.0,1p00,709098,high_default,5000000.0,50
Fin_fl_rl_scaffold_3,pure_rl,fl_rl_scaffold,5416253.921309447,5000000.0,5416253.921311054,416253.9213110544,0.0,0.0,11.0,0.0,790,790,64,0.0810126582278481,27472659.06670721,166152.28378642103,0.0060479141601466,0.0332304567572842,0,2255,1.0,1p00,709098,high_default,5000000.0,50
