financier,apr_strategy,wholesaler_policy,final_wallet,initial_capital,final_capital,capital_change,capital_loss,capital_loss_rate,final_apr,final_utilization,loans_issued,closed_loans,defaults,default_count_rate,total_issued_principal,default_amount,default_amount_to_issued_rate,default_amount_to_initial_capital_rate,outstanding_loans,simulation_end_day,non_iid_level,non_iid_tag,seed,default_scenario,capital_per_financier
Fin_fl_rl_scaffold_2,pure_rl,fl_rl_scaffold,5418548.090246513,5000000.0,5418548.090246105,418548.09024610464,0.0,0.0,7.0,0.0,702,702,0,0.0,24706875.169381317,0.0,0.0,0.0,0,2257,1.0,1p00,831197,none_default,5000000.0
Fin_fl_rl_scaffold_3,pure_rl,fl_rl_scaffold,5444264.096781337,5000000.0,5444264.096782708,444264.0967827076,0.0,0.0,6.0,0.0,745,745,0,0.0,26157221.06520943,0.0,0.0,0.0,0,2257,1.0,1p00,831197,none_default,5000000.0
Fin_fl_rl_1,pure_rl,fl_rl,5033442.366817686,5000000.0,5033442.366817872,33442.36681787204,0.0,0.0,10.0,0.0,162,162,60,0.37037037037037035,5811414.344641151,105209.50963333836,0.018103942240902966,0.02104190192666767,0,2255,1.0,1p00,709098,low_default,5000000.0
Fin_fl_rl_2,pure_rl,fl_rl,5025300.021132843,5000000.0,5025300.021133741,25300.021133741364,0.0,0.0,9.0,0.0,197,197,112,0.5685279187817259,6953598.511811119,155329.93647307472,0.022338065134079453,0.031065987294614943,0,2255,1.0,1p00,709098,low_default,5000000.0
Fin_fl_rl_3,pure_rl,fl_rl,8482168.073288878,5000000.0,8482168.073288469,3482168.0732884686,0.0,0.0,6.0,0.0,3242,3242,13,0.004009870450339297,112772079.49905062,24659.560466159593,0.00021866724969248433,0.004931912093231919,0,2255,1.0,1p00,709098,low_default,5000000.0
Fin_fl_rl_prox_1,pure_rl,fl_rl_prox,5017144.570445782,5000000.0,5017144.570444178,17144.570444177836,0.0,0.0,10.0,0.0,161,161,60,0.37267080745341613,5465680.627773166,112778.44946852518,0.020633925973547695,0.022555689893705037,0,2255,1.0,1p00,709098,low_default,5000000.0
Fin_fl_rl_prox_2,pure_rl,fl_rl_prox,4992951.097176693,5000000.0,4992951.097176353,-7048.902823646553,7048.902823646553,0.0014097805647293106,8.0,0.0,258,258,157,0.6085271317829457,9132993.481191536,227350.415891864,0.024893307584207616,0.0454700831783728,0,2255,1.0,1p00,709098,low_default,5000000.0
Fin_fl_rl_prox_3,pure_rl,fl_rl_prox,6142113.611176671,5000000.0,6142113.611176265,1142113.6111762654,0.0,0.0,11.0,0.0,1278,1278,11,0.008607198748043818,45520918.542732075,25148.856594309455,0.0005524681267295023,0.005029771318861891,0,2255,1.0,1p00,709098,low_default,5000000.0
Fin_fl_rl_scaffold_1,pure_rl,fl_rl_scaffold,5016324.57476291,5000000.0,5016324.574763046,16324.574763045646,0.0,0.0,8.0,0.0,163,163,61,0.37423312883435583,5737964.749934785,119326.27922418792,0.02079592406445929,0.023865255844837584,0,2255,1.0,1p00,709098,low_default,5000000.0
Fin_fl_rl_scaffold_2,pure_rl,fl_rl_scaffold,4939729.052755492,5000000.0,4939729.052754607,-60270.94724539295,60270.94724539295,0.01205418944907859,18.0,0.0,377,377,274,0.726790450928382,13063670.123938136,416622.2006770423,0.0318916657206167,0.08332444013540846,0,2255,1.0,1p00,709098,low_default,5000000.0
Fin_fl_rl_scaffold_3,pure_rl,fl_rl_scaffold,5867303.139148816,5000000.0,5867303.139148775,867303.1391487746,0.0,0.0,18.0,0.0,754,754,5,0.006631299734748011,27128217.300962742,7142.580610770663,0.00026328971533699644,0.0014285161221541326,0,2255,1.0,1p00,709098,low_default,5000000.0
Fin_fl_rl_1,pure_rl,fl_rl,5056942.101087851,5000000.0,5056942.101087172,56942.101087171584,0.0,0.0,7.0,0.0,122,122,15,0.12295081967213115,4328687.093441515,20578.95747383579,0.0047540875627197455,0.004115791494767158,0,2265,1.0,1p00,436570,low_default,5000000.0
Fin_fl_rl_2,pure_rl,fl_rl,5027607.988002713,5000000.0,5027607.98800252,27607.988002520055,0.0,0.0,7.0,0.0,176,176,77,0.4375,6366880.697218131,117403.60062893532,0.018439736224401416,0.023480720125787065,0,2265,1.0,1p00,436570,low_default,5000000.0
Fin_fl_rl_3,pure_rl,fl_rl,7101698.884751062,5000000.0,7101698.884749469,2101698.8847494693,0.0,0.0,6.0,0.0,2239,2239,14,0.006252791424743189,79139873.40394537,19834.85878837542,0.0002506304083547673,0.003966971757675084,0,2265,1.0,1p00,436570,low_default,5000000.0
Fin_fl_rl_prox_1,pure_rl,fl_rl_prox,5005895.95889967,5000000.0,5005895.958900337,5895.9589003371075,0.0,0.0,7.0,0.0,100,100,54,0.54,3515765.610393741,105104.24916506505,0.02989512408174847,0.02102084983301301,0,2265,1.0,1p00,436570,low_default,5000000.0
Fin_fl_rl_prox_2,pure_rl,fl_rl_prox,4951339.787964553,5000000.0,4951339.787964368,-48660.21203563176,48660.21203563176,0.009732042407126352,8.0,0.0,231,231,197,0.8528138528138528,8195429.173786576,331261.70754399744,0.04042030020874952,0.0662523415087995,0,2265,1.0,1p00,436570,low_default,5000000.0
Fin_fl_rl_prox_3,pure_rl,fl_rl_prox,7421290.143850105,5000000.0,7421290.143850213,2421290.143850213,0.0,0.0,6.0,0.0,2433,2433,24,0.009864364981504316,85308497.50623372,37619.17691732421,0.0004409780738967448,0.007523835383464841,0,2265,1.0,1p00,436570,low_default,5000000.0
Fin_fl_rl_scaffold_1,pure_rl,fl_rl_scaffold,5034238.0965632275,5000000.0,5034238.096563927,34238.0965639269,0.0,0.0,9.0,0.0,171,171,66,0.38596491228070173,5912844.464159895,99273.27232710278,0.016789427310127576,0.019854654465420556,0,2265,1.0,1p00,436570,low_default,5000000.0
Fin_fl_rl_scaffold_2,pure_rl,fl_rl_scaffold,4906009.208353934,5000000.0,4906009.208353743,-93990.79164625704,93990.79164625704,0.01879815832925141,7.0,0.0,411,411,330,0.8029197080291971,14106627.163668232,561411.6702370486,0.03979772512050013,0.11228233404740973,0,2265,1.0,1p00,436570,low_default,5000000.0
Fin_fl_rl_scaffold_3,pure_rl,fl_rl_scaffold,5720844.660571688,5000000.0,5720844.660572029,720844.6605720287,0.0,0.0,10.0,0.0,722,722,5,0.006925207756232687,25234806.677475415,7438.7075039193805,0.00029477965093979377,0.001487741500783876,0,2265,1.0,1p00,436570,low_default,5000000.0
Fin_fl_rl_1,pure_rl,fl_rl,4987846.954978891,5000000.0,4987846.954980301,-12153.04501969926,12153.04501969926,0.002430609003939852,8.0,0.0,100,100,56,0.56,3344291.1697118664,95124.03262309986,0.02844370534617518,0.01902480652461997,0,2259,1.0,1p00,831197,low_default,5000000.0
Fin_fl_rl_2,pure_rl,fl_rl,4909542.220346527,5000000.0,4909542.220346446,-90457.77965355385,90457.77965355385,0.01809155593071077,14.0,0.0,276,276,243,0.8804347826086957,9643760.375223747,354426.8065214557,0.03675193002845973,0.07088536130429114,0,2259,1.0,1p00,831197,low_default,5000000.0
Fin_fl_rl_3,pure_rl,fl_rl,5811235.592509824,5000000.0,5811235.592509168,811235.5925091682,0.0,0.0,7.0,0.0,1092,1092,31,0.028388278388278388,38776758.517138205,53611.95495510333,0.001382579591623379,0.010722390991020665,0,2259,1.0,1p00,831197,low_default,5000000.0
Fin_fl_rl_prox_1,pure_rl,fl_rl_prox,5006469.769622548,5000000.0,5006469.769622445,6469.7696224451065,0.0,0.0,8.0,0.0,97,97,45,0.4639175257731959,3441790.7367147473,77835.28658588734,0.02261476438866314,0.015567057317177469,0,2259,1.0,1p00,831197,low_default,5000000.0
Fin_fl_rl_prox_2,pure_rl,fl_rl_prox,4948190.7015401665,5000000.0,4948190.701541244,-51809.29845875595,51809.29845875595,0.01036185969175119,8.0,0.0,248,248,196,0.7903225806451613,8787811.72742924,309658.26363466453,0.03523724372338722,0.061931652726932906,0,2259,1.0,1p00,831197,low_default,5000000.0
Fin_fl_rl_prox_3,pure_rl,fl_rl_prox,6382690.939834079,5000000.0,6382690.939834501,1382690.9398345007,0.0,0.0,9.0,0.0,2097,2097,29,0.013829279923700524,73449147.64263435,49786.63770817511,0.0006778381956236061,0.009957327541635022,0,2259,1.0,1p00,831197,low_default,5000000.0
Fin_fl_rl_scaffold_1,pure_rl,fl_rl_scaffold,5014369.788895568,5000000.0,5014369.788896163,14369.788896162994,0.0,0.0,6.0,0.0,96,96,34,0.3541666666666667,3387261.844249506,67018.45136019692,0.019785435682798762,0.013403690272039385,0,2259,1.0,1p00,831197,low_default,5000000.0
Fin_fl_rl_scaffold_2,pure_rl,fl_rl_scaffold,5001973.653583334,5000000.0,5001973.653582636,1973.653582636267,0.0,0.0,8.0,0.0,192,192,116,0.6041666666666666,6493321.873659306,194151.07145166703,0.02990011510737775,0.038830214290333405,0,2259,1.0,1p00,831197,low_default,5000000.0
Fin_fl_rl_scaffold_3,pure_rl,fl_rl_scaffold,6572398.07057499,5000000.0,6572398.070574993,1572398.0705749933,0.0,0.0,6.0,0.0,2446,2446,34,0.013900245298446443,85806728.67917304,64059.22705415972,0.0007465524911650447,0.012811845410831944,0,2259,1.0,1p00,831197,low_default,5000000.0
Fin_fl_rl_1,pure_rl,fl_rl,4918497.964736377,5000000.0,4918497.96473575,-81502.03526424989,81502.03526424989,0.016300407052849977,11.0,0.0,64,64,54,0.84375,2057727.340495295,147431.40142707218,0.0716476855439873,0.029486280285414435,0,2248,1.0,1p00,709098,medium_default,5000000.0
Fin_fl_rl_2,pure_rl,fl_rl,4875423.96137238,5000000.0,4875423.961371244,-124576.03862875607,124576.03862875607,0.024915207725751214,7.0,0.0,257,257,232,0.9027237354085603,8946460.675069446,461453.7225402288,0.051579472519913225,0.09229074450804577,0,2248,1.0,1p00,709098,medium_default,5000000.0
Fin_fl_rl_3,pure_rl,fl_rl,5865189.456432349,5000000.0,5865189.4564318415,865189.4564318415,0.0,0.0,10.0,0.0,943,943,49,0.051961823966065745,33821496.55785576,124937.549630957,0.0036940278327789607,0.0249875099261914,0,2248,1.0,1p00,709098,medium_default,5000000.0
Fin_fl_rl_prox_1,pure_rl,fl_rl_prox,4955398.664983745,5000000.0,4955398.664983897,-44601.33501610346,44601.33501610346,0.008920267003220692,8.0,0.0,164,164,68,0.4146341463414634,5761556.66906379,188456.29926586355,0.03270926766680337,0.03769125985317271,0,2248,1.0,1p00,709098,medium_default,5000000.0
Fin_fl_rl_prox_2,pure_rl,fl_rl_prox,4820624.323273296,5000000.0,4820624.323272964,-179375.676727036,179375.676727036,0.035875135345407205,7.0,0.0,385,385,334,0.8675324675324675,13602461.935990928,631685.2288131,0.046439036682155016,0.12633704576262,0,2248,1.0,1p00,709098,medium_default,5000000.0
Fin_fl_rl_prox_3,pure_rl,fl_rl_prox,7387190.387544159,5000000.0,7387190.387544154,2387190.387544154,0.0,0.0,6.0,0.0,3064,3064,22,0.007180156657963447,105935397.96173728,45745.73303222723,0.0004318266973306703,0.009149146606445446,0,2248,1.0,1p00,709098,medium_default,5000000.0
Fin_fl_rl_scaffold_1,pure_rl,fl_rl_scaffold,4936853.48121186,5000000.0,4936853.481211206,-63146.518788794056,63146.518788794056,0.01262930375775881,10.0,0.0,151,151,70,0.46357615894039733,5223076.442597455,210189.72561881042,0.04024251376154133,0.042037945123762084,0,2248,1.0,1p00,709098,medium_default,5000000.0
Fin_fl_rl_scaffold_2,pure_rl,fl_rl_scaffold,4835465.537473446,5000000.0,4835465.537473157,-164534.46252684295,164534.46252684295,0.03290689250536859,12.0,0.0,364,364,320,0.8791208791208791,12693239.757019479,667150.3798525955,0.05255950353286719,0.1334300759705191,0,2248,1.0,1p00,709098,medium_default,5000000.0
Fin_fl_rl_scaffold_3,pure_rl,fl_rl_scaffold,5609291.883978144,5000000.0,5609291.883977923,609291.8839779226,0.0,0.0,18.0,0.0,800,800,11,0.01375,27827511.793917406,27543.620670394394,0.00098979818513328,0.005508724134078879,0,2248,1.0,1p00,709098,medium_default,5000000.0
Fin_fl_rl_1,pure_rl,fl_rl,4934674.124704116,5000000.0,4934674.124704801,-65325.875295199454,65325.875295199454,0.013065175059039891,25.0,0.0,134,134,76,0.5671641791044776,4843217.766917053,211424.6686173925,0.04365376053531757,0.0422849337234785,0,2233,1.0,1p00,436570,medium_default,5000000.0
Fin_fl_rl_2,pure_rl,fl_rl,4868915.004092779,5000000.0,4868915.0040921755,-131084.9959078245,131084.9959078245,0.026216999181564896,12.0,0.0,233,233,213,0.9141630901287554,8240908.2689897455,357628.0103636052,0.04339667409105221,0.07152560207272105,0,2233,1.0,1p00,436570,medium_default,5000000.0
Fin_fl_rl_3,pure_rl,fl_rl,5434517.049479572,5000000.0,5434517.049478828,434517.049478828,0.0,0.0,8.0,0.0,606,606,32,0.052805280528052806,21468251.88381644,66005.82963031622,0.0030745786842604475,0.013201165926063244,0,2233,1.0,1p00,436570,medium_default,5000000.0
Fin_fl_rl_prox_1,pure_rl,fl_rl_prox,4983598.958375195,5000000.0,4983598.958374706,-16401.041625293903,16401.041625293903,0.0032802083250587804,10.0,0.0,120,120,44,0.36666666666666664,4381765.285079939,123232.77213337272,0.028124001199467376,0.024646554426674544,0,2233,1.0,1p00,436570,medium_default,5000000.0
Fin_fl_rl_prox_2,pure_rl,fl_rl_prox,4949789.824862072,5000000.0,4949789.8248618785,-50210.17513812147,50210.17513812147,0.010042035027624295,9.0,0.0,236,236,150,0.635593220338983,8351446.383435664,316731.629739535,0.03792536229026668,0.063346325947907,0,2233,1.0,1p00,436570,medium_default,5000000.0
Fin_fl_rl_prox_3,pure_rl,fl_rl_prox,6550842.139935665,5000000.0,6550842.139935408,1550842.1399354078,0.0,0.0,6.0,0.0,1963,1963,39,0.019867549668874173,68073627.07964987,99019.27162272308,0.0014545907992659936,0.019803854324544616,0,2233,1.0,1p00,436570,medium_default,5000000.0
Fin_fl_rl_scaffold_1,pure_rl,fl_rl_scaffold,4977742.16664259,5000000.0,4977742.1666418705,-22257.833358129486,22257.833358129486,0.004451566671625897,8.0,0.0,133,133,51,0.38345864661654133,4820114.859331351,145592.47708356054,0.03020518832693485,0.02911849541671211,0,2233,1.0,1p00,436570,medium_default,5000000.0
Fin_fl_rl_scaffold_2,pure_rl,fl_rl_scaffold,4860217.797296642,5000000.0,4860217.797296503,-139782.20270349737,139782.20270349737,0.027956440540699474,8.0,0.0,395,395,312,0.789873417721519,13996606.51338083,613846.8815629606,0.04385683636788101,0.12276937631259212,0,2233,1.0,1p00,436570,medium_default,5000000.0
Fin_fl_rl_scaffold_3,pure_rl,fl_rl_scaffold,6975594.227656692,5000000.0,6975594.227657307,1975594.227657307,0.0,0.0,6.0,0.0,2150,2150,21,0.009767441860465116,75247734.79268816,53976.383071719596,0.0007173157201399834,0.010795276614343919,0,2233,1.0,1p00,436570,medium_default,5000000.0
Fin_fl_rl_1,pure_rl,fl_rl,4938218.702089202,5000000.0,4938218.702088881,-61781.297911118716,61781.297911118716,0.012356259582223743,10.0,0.0,141,141,66,0.46808510638297873,5121968.029045296,198491.00524394543,0.03875287860415305,0.039698201048789086,0,2253,1.0,1p00,831197,medium_default,5000000.0
Fin_fl_rl_2,pure_rl,fl_rl,4918115.01067026,5000000.0,4918115.010668748,-81884.98933125194,81884.98933125194,0.016376997866250388,13.0,0.0,218,218,181,0.8302752293577982,7542157.289000983,409261.8300658332,0.054263231908816774,0.08185236601316663,0,2253,1.0,1p00,831197,medium_default,5000000.0
Fin_fl_rl_3,pure_rl,fl_rl,6128476.758194026,5000000.0,6128476.7581930915,1128476.7581930915,0.0,0.0,11.0,0.0,1506,1506,35,0.023240371845949535,53280471.05471065,83102.58249211597,0.0015597193652207525,0.016620516498423193,0,2253,1.0,1p00,831197,medium_default,5000000.0
Fin_fl_rl_prox_1,pure_rl,fl_rl_prox,4963895.998424668,5000000.0,4963895.998424664,-36104.00157533586,36104.00157533586,0.007220800315067172,7.0,0.0,110,110,53,0.4818181818181818,3747291.6422681105,156258.5614358438,0.041699065979627276,0.031251712287168755,0,2253,1.0,1p00,831197,medium_default,5000000.0
Fin_fl_rl_prox_2,pure_rl,fl_rl_prox,4899175.563322728,5000000.0,4899175.563324729,-100824.43667527102,100824.43667527102,0.020164887335054203,7.0,0.0,266,266,210,0.7894736842105263,9294582.65695258,425567.2996431831,0.045786595842993355,0.08511345992863663,0,2253,1.0,1p00,831197,medium_default,5000000.0
Fin_fl_rl_prox_3,pure_rl,fl_rl_prox,7504344.9272961095,5000000.0,7504344.92729535,2504344.9272953495,0.0,0.0,10.0,0.0,2660,2660,27,0.010150375939849625,92562027.5868003,67727.10434215613,0.0007316942606798976,0.013545420868431227,0,2253,1.0,1p00,831197,medium_default,5000000.0
Fin_fl_rl_scaffold_1,pure_rl,fl_rl_scaffold,4912837.689307382,5000000.0,4912837.68930815,-87162.31069185026,87162.31069185026,0.01743246213837005,9.0,0.0,131,131,76,0.5801526717557252,4648413.603782334,234065.51808854385,0.05035384929991788,0.04681310361770877,0,2253,1.0,1p00,831197,medium_default,5000000.0
Fin_fl_rl_scaffold_2,pure_rl,fl_rl_scaffold,4906045.971851566,5000000.0,4906045.971852026,-93954.02814797405,93954.02814797405,0.01879080562959481,16.0,0.0,182,182,158,0.8681318681318682,6300488.92948406,351946.0401754651,0.05586011563776933,0.07038920803509302,0,2253,1.0,1p00,831197,medium_default,5000000.0
Fin_fl_rl_scaffold_3,pure_rl,fl_rl_scaffold,5534048.035000761,5000000.0,5534048.035002251,534048.0350022512,0.0,0.0,16.0,0.0,666,666,19,0.028528528528528527,23288187.204710893,45571.713017512,0.001956859613714091,0.0091143426035024,0,2253,1.0,1p00,831197,medium_default,5000000.0
Fin_fl_rl_1,pure_rl,fl_rl,4828176.240392811,5000000.0,4828176.240393506,-171823.75960649364,171823.75960649364,0.03436475192129873,9.0,0.0,135,135,81,0.6,4760801.068086435,334213.06699438446,0.07020101495833318,0.06684261339887689,0,2259,1.0,1p00,709098,high_default,5000000.0
Fin_fl_rl_2,pure_rl,fl_rl,4841562.601435186,5000000.0,4841562.601434528,-158437.3985654721,158437.3985654721,0.03168747971309442,7.0,0.0,258,258,208,0.8062015503875969,9029357.772754656,444041.5300607862,0.04917753191712537,0.08880830601215724,0,2259,1.0,1p00,709098,high_default,5000000.0
Fin_fl_rl_3,pure_rl,fl_rl,6705699.630177274,5000000.0,6705699.630176655,1705699.630176655,0.0,0.0,8.0,0.0,2304,2304,30,0.013020833333333334,80128393.18337208,97574.57287529421,0.0012177278115635855,0.019514914575058842,0,2259,1.0,1p00,709098,high_default,5000000.0
Fin_fl_rl_prox_1,pure_rl,fl_rl_prox,4865300.63561902,5000000.0,4865300.635619273,-134699.3643807266,134699.3643807266,0.02693987287614532,11.0,0.0,106,106,62,0.5849056603773585,3715937.0240120157,248484.67564072175,0.06686999107763088,0.04969693512814435,0,2259,1.0,1p00,709098,high_default,5000000.0
Fin_fl_rl_prox_2,pure_rl,fl_rl_prox,4838674.496262177,5000000.0,4838674.496261324,-161325.5037386762,161325.5037386762,0.03226510074773524,9.0,0.0,254,254,201,0.7913385826771654,8828129.870031148,521571.28192258294,0.0590806081923603,0.1043142563845166,0,2259,1.0,1p00,709098,high_default,5000000.0
Fin_fl_rl_prox_3,pure_rl,fl_rl_prox,5357906.738675624,5000000.0,5357906.738676615,357906.73867661506,0.0,0.0,14.0,0.0,477,477,24,0.050314465408805034,16766868.104941154,81217.9583792985,0.004843955225923425,0.0162435916758597,0,2259,1.0,1p00,709098,high_default,5000000.0
Fin_fl_rl_scaffold_1,pure_rl,fl_rl_scaffold,4841281.089585757,5000000.0,4841281.089585709,-158718.9104142906,158718.9104142906,0.03174378208285812,12.0,0.0,82,82,68,0.8292682926829268,2917998.548018368,254864.20625572317,0.08734212922374589,0.05097284125114463,0,2259,1.0,1p00,709098,high_default,5000000.0
Fin_fl_rl_scaffold_2,pure_rl,fl_rl_scaffold,4709007.66596859,5000000.0,4709007.665967674,-290992.334032326,290992.334032326,0.058198466806465204,9.0,0.0,322,322,300,0.9316770186335404,11396333.834059555,716243.1117755278,0.06284855482514333,0.14324862235510558,0,2259,1.0,1p00,709098,high_default,5000000.0
Fin_fl_rl_scaffold_3,pure_rl,fl_rl_scaffold,6222595.89228861,5000000.0,6222595.892288459,1222595.8922884595,0.0,0.0,9.0,0.0,1313,1313,30,0.02284843869002285,45743683.760380514,108795.33615600318,0.0023783684918317165,0.021759067231200635,0,2259,1.0,1p00,709098,high_default,5000000.0
Fin_fl_rl_1,pure_rl,fl_rl,4828973.053995361,5000000.0,4828973.053995678,-171026.9460043218,171026.9460043218,0.03420538920086436,11.0,0.0,92,92,77,0.8369565217391305,3097273.780656462,264321.7297988538,0.08534012441833,0.05286434595977076,0,2258,1.0,1p00,436570,high_default,5000000.0
Fin_fl_rl_2,pure_rl,fl_rl,4936072.541224315,5000000.0,4936072.541224355,-63927.45877564512,63927.45877564512,0.012785491755129025,21.0,0.0,67,67,62,0.9253731343283582,2393574.681108427,130968.78870706717,0.05471681737810562,0.026193757741413436,0,2258,1.0,1p00,436570,high_default,5000000.0
Fin_fl_rl_3,pure_rl,fl_rl,6280626.429092879,5000000.0,6280626.42909274,1280626.4290927397,0.0,0.0,6.0,0.0,2157,2157,26,0.01205377839592026,74561904.8378624,70254.64608242204,0.0009422324474568259,0.014050929216484409,0,2258,1.0,1p00,436570,high_default,5000000.0
Fin_fl_rl_prox_1,pure_rl,fl_rl_prox,4813317.802532404,5000000.0,4813317.802532352,-186682.19746764842,186682.19746764842,0.03733643949352968,12.0,0.0,81,81,74,0.9135802469135802,2774273.0946835433,281417.7642506892,0.10143837850353735,0.056283552850137836,0,2258,1.0,1p00,436570,high_default,5000000.0
Fin_fl_rl_prox_2,pure_rl,fl_rl_prox,4782690.401478966,5000000.0,4782690.401478973,-217309.59852102678,217309.59852102678,0.043461919704205355,11.0,0.0,245,245,231,0.9428571428571428,8624194.738049854,555055.7512147948,0.06436029891183867,0.11101115024295896,0,2258,1.0,1p00,436570,high_default,5000000.0
Fin_fl_rl_prox_3,pure_rl,fl_rl_prox,5435310.271400847,5000000.0,5435310.271400341,435310.27140034083,0.0,0.0,7.0,0.0,709,709,26,0.036671368124118475,24933845.104608193,78421.56253320596,0.0031451852774489375,0.015684312506641193,0,2258,1.0,1p00,436570,high_default,5000000.0
Fin_fl_rl_scaffold_1,pure_rl,fl_rl_scaffold,4813307.918199217,5000000.0,4813307.918199832,-186692.08180016838,186692.08180016838,0.037338416360033676,11.0,0.0,80,80,69,0.8625,2834719.230965995,273950.53721604653,0.09664115381285632,0.05479010744320931,0,2258,1.0,1p00,436570,high_default,5000000.0
Fin_fl_rl_scaffold_2,pure_rl,fl_rl_scaffold,4806307.542692273,5000000.0,4806307.542692645,-193692.45730735455,193692.45730735455,0.03873849146147091,10.0,0.0,254,254,220,0.8661417322834646,8894580.459718604,504015.3100248713,0.05666543939957982,0.10080306200497427,0,2258,1.0,1p00,436570,high_default,5000000.0
Fin_fl_rl_scaffold_3,pure_rl,fl_rl_scaffold,5793628.9490012005,5000000.0,5793628.94900195,793628.9490019502,0.0,0.0,7.0,0.0,1380,1380,28,0.020289855072463767,48080444.534814656,94789.13439617728,0.0019714695925396705,0.018957826879235456,0,2258,1.0,1p00,436570,high_default,5000000.0
Fin_fl_rl_1,pure_rl,fl_rl,4840503.999455789,5000000.0,4840503.999456379,-159496.00054362137,159496.00054362137,0.031899200108724275,10.0,0.0,115,115,73,0.6347826086956522,4069458.6199089508,283223.4644163422,0.06959733243894713,0.05664469288326844,0,2249,1.0,1p00,831197,high_default,5000000.0
Fin_fl_rl_2,pure_rl,fl_rl,4784443.418655603,5000000.0,4784443.418654668,-215556.58134533186,215556.58134533186,0.04311131626906637,8.0,0.0,284,284,247,0.8697183098591549,9687552.747478835,552940.8697232486,0.05707745641613671,0.11058817394464973,0,2249,1.0,1p00,831197,high_default,5000000.0
Fin_fl_rl_3,pure_rl,fl_rl,6300542.566197363,5000000.0,6300542.566196516,1300542.5661965162,0.0,0.0,6.0,0.0,1547,1547,25,0.01616031027795734,53510572.388956144,61755.29331822402,0.0011540764854716724,0.012351058663644804,0,2249,1.0,1p00,831197,high_default,5000000.0
Fin_fl_rl_prox_1,pure_rl,fl_rl_prox,4809410.561871274,5000000.0,4809410.561871143,-190589.43812885694,190589.43812885694,0.03811788762577139,17.0,0.0,144,144,93,0.6458333333333334,5031657.110985292,348676.36814518523,0.0692965280531423,0.06973527362903705,0,2249,1.0,1p00,831197,high_default,5000000.0
Fin_fl_rl_prox_2,pure_rl,fl_rl_prox,4738264.530997261,5000000.0,4738264.5309975315,-261735.4690024685,261735.4690024685,0.0523470938004937,8.0,0.0,359,359,311,0.8662952646239555,12702110.395226192,698630.7293181452,0.05500115394845806,0.13972614586362905,0,2249,1.0,1p00,831197,high_default,5000000.0
Fin_fl_rl_prox_3,pure_rl,fl_rl_prox,5945502.652597392,5000000.0,5945502.652597526,945502.6525975261,0.0,0.0,14.0,0.0,1576,1576,45,0.028553299492385786,54771546.16418082,128399.2621512421,0.0023442694454225924,0.02567985243024842,0,2249,1.0,1p00,831197,high_default,5000000.0
Fin_fl_rl_scaffold_1,pure_rl,fl_rl_scaffold,4867438.349063562,5000000.0,4867438.349063878,-132561.65093612205,132561.65093612205,0.02651233018722441,9.0,0.0,131,131,72,0.549618320610687,4394959.377989877,258302.49428563123,0.05877244180667969,0.051660498857126244,0,2249,1.0,1p00,831197,high_default,5000000.0
Fin_fl_rl_scaffold_2,pure_rl,fl_rl_scaffold,4725998.522404934,5000000.0,4725998.522404552,-274001.47759544756,274001.47759544756,0.05480029551908951,17.0,0.0,315,315,299,0.9492063492063492,10970902.13444533,741429.3851773074,0.06758144189887925,0.14828587703546148,0,2249,1.0,1p00,831197,high_default,5000000.0
Fin_fl_rl_scaffold_3,pure_rl,fl_rl_scaffold,5686575.622108957,5000000.0,5686575.62210915,686575.6221091496,0.0,0.0,12.0,0.0,982,982,28,0.028513238289205704,34634836.36174023,96390.76878829696,0.0027830582994980203,0.019278153757659393,0,2249,1.0,1p00,831197,high_default,5000000.0
Fin_fl_rl_1,pure_rl,fl_rl,10056809.376795625,10000000.0,10056809.376795618,56809.37679561786,0.0,0.0,11.0,0.0,92,92,0,0.0,3208520.5749619897,0.0,0.0,0.0,0,2239,1.0,1p00,709098,none_default,10000000.0
Fin_fl_rl_2,pure_rl,fl_rl,10473657.866263185,10000000.0,10473657.866265187,473657.86626518704,0.0,0.0,6.0,0.0,822,822,0,0.0,28162252.069449537,0.0,0.0,0.0,0,2239,1.0,1p00,709098,none_default,10000000.0
Fin_fl_rl_3,pure_rl,fl_rl,10476554.347821757,10000000.0,10476554.347820366,476554.3478203658,0.0,0.0,8.0,0.0,805,805,0,0.0,28144710.34950896,0.0,0.0,0.0,0,2239,1.0,1p00,709098,none_default,10000000.0
Fin_fl_rl_prox_1,pure_rl,fl_rl_prox,10457674.076716626,10000000.0,10457674.076721026,457674.07672102563,0.0,0.0,8.0,0.0,772,772,0,0.0,26982598.28227019,0.0,0.0,0.0,0,2239,1.0,1p00,709098,none_default,10000000.0
Fin_fl_rl_prox_2,pure_rl,fl_rl_prox,10473941.92853054,10000000.0,10473941.92853268,473941.9285326805,0.0,0.0,8.0,0.0,803,803,0,0.0,27931406.168066174,0.0,0.0,0.0,0,2239,1.0,1p00,709098,none_default,10000000.0
Fin_fl_rl_prox_3,pure_rl,fl_rl_prox,10512388.507068105,10000000.0,10512388.50706979,512388.50706979074,0.0,0.0,6.0,0.0,869,869,0,0.0,30378746.14562547,0.0,0.0,0.0,0,2239,1.0,1p00,709098,none_default,10000000.0
